sid,city,longitude,latitude,time,season,type,gvi
64915,Beijing,116.5838395,40.04410878,201902,0,0,0.002006655
189926,Beijing,116.2978358,40.04854901,201902,0,0,0.005792824
219119,Beijing,116.4498928,39.96522444,201902,0,0,0.006461227
83410,Beijing,116.3740546,40.0210878,201902,0,0,0.001604456
143460,Beijing,116.44888,39.919487,201902,0,0,0.001238426
306065,Beijing,116.6211419,40.32775857,201902,0,0,0.000717593
112318,Beijing,116.4122444,40.10259424,201902,0,0,0.000490451
328787,Beijing,116.491208,39.96192772,201902,0,0,5.79E-06
218405,Beijing,116.6590008,40.36519864,201902,0,0,0.000578704
145087,Beijing,116.4364779,39.94568747,201902,0,0,0.002809606
89681,Beijing,116.390433,40.00895019,201902,0,0,0.014881366
264246,Beijing,116.3615104,40.07980991,201903,0,0,0.000256076
31250,Beijing,116.3387433,40.07233374,201903,0,0,0.059392361
333418,Beijing,116.3590111,39.7484554,201903,0,0,0
196256,Beijing,116.3335918,39.79616999,201903,0,0,0.012994792
92882,Beijing,116.2371931,40.18436103,201903,0,0,0.006349826
121131,Beijing,116.2270645,40.22836487,201903,0,0,0.000180845
121691,Beijing,116.2365167,40.21177669,201903,0,0,0.038686343
223232,Beijing,116.5669357,39.78803444,201903,0,0,0.008752894
282692,Beijing,116.3283896,40.06813608,201903,0,0,0.040779803
293886,Beijing,116.812769,40.37990701,201903,0,0,1.30E-05
118149,Beijing,116.3363811,40.07905172,201903,0,0,0.022335069
93826,Beijing,116.2162567,40.21983304,201903,0,0,0.005089699
169990,Beijing,116.3412707,39.79344537,201903,0,0,0.019804688
80965,Beijing,116.2915224,39.78396862,201903,0,0,0.00035735
217755,Beijing,116.5056061,39.8150483,201903,0,0,0.000658275
50510,Beijing,116.3154287,40.06174324,201903,0,0,0.032929688
119156,Beijing,116.3266299,39.78358156,201903,0,0,0.032907986
137678,Beijing,116.4497214,39.80839498,201903,0,0,0.000218461
238412,Beijing,116.4086698,40.0566844,201903,0,0,0.00354456
59911,Beijing,116.5627092,39.80185349,201903,0,0,2.89E-05
45758,Beijing,116.530008,39.79382504,201903,0,0,0.003987269
45006,Beijing,116.3390233,39.74028716,201903,0,0,0.000198206
31397,Beijing,116.434763,40.08065984,201903,0,0,0.000381944
338806,Beijing,116.3353039,39.72354864,201903,0,0,0.021780961
228181,Beijing,116.4744115,39.79128473,201903,0,0,0.009074074
79486,Beijing,116.3572771,39.75445042,201903,0,0,0.007460938
237899,Beijing,116.4237586,40.0753726,201903,0,0,0.000745081
45094,Beijing,116.3324884,39.71751661,201903,0,0,0.004655671
351653,Beijing,116.3347233,39.77278761,201903,0,0,0.00979456
20015,Beijing,116.8365187,40.37101343,201903,0,0,0.000541088
49352,Beijing,116.5299259,39.80435447,201903,0,0,0.000412326
276884,Beijing,116.3201052,40.0751836,201903,0,0,0.066270255
93867,Beijing,116.2205013,40.22635056,201903,0,0,0.002468171
51957,Beijing,116.2286832,40.20623932,201903,0,0,0.020963542
8335,Beijing,116.3333309,40.07557475,201903,0,0,0.027894965
177944,Beijing,116.8353292,40.37492151,201903,0,0,0.000643808
184296,Beijing,116.4955733,39.80096079,201903,0,0,0.006082176
44191,Beijing,116.3340086,39.76475012,201903,0,0,0.004529803
177435,Beijing,116.8599875,40.38161975,201903,0,0,0.003100405
95136,Beijing,116.2707858,40.25130019,201903,0,0,0.046756366
119408,Beijing,116.3246565,39.77591382,201903,0,0,0.001885127
223595,Beijing,116.56559,39.7801899,201903,0,0,0.000491898
227746,Beijing,116.4951518,39.80521596,201903,0,0,0.014301215
81168,Beijing,116.2825372,39.78113003,201903,0,0,0.004471933
326536,Beijing,116.3306342,40.08950362,201903,0,0,0.003146701
296436,Beijing,116.4108377,40.06080333,201903,0,0,9.26E-05
52246,Beijing,116.2379688,40.21549752,201903,0,0,0.001603009
264334,Beijing,116.3368361,40.07906803,201903,0,0,0.01896412
177471,Beijing,116.8602,40.3785701,201903,0,0,0.00129485
214198,Beijing,116.5132733,39.76871235,201903,0,0,5.79E-05
237915,Beijing,116.4222929,40.07545605,201903,0,0,3.18E-05
52365,Beijing,116.2334157,40.22600437,201903,0,0,0.0142636
201252,Beijing,115.9630462,40.45015645,201904,1,0,0.046543692
8703,Beijing,115.9605593,40.45235484,201904,1,0,0.014351852
100445,Beijing,115.9635046,40.45353025,201904,1,0,0.08172309
201255,Beijing,115.9636031,40.44995429,201904,1,0,0.009717882
73087,Beijing,116.2551748,39.90889547,201904,1,0,0.19354022
186238,Beijing,116.3033188,40.02676624,201904,1,0,0.113412905
46663,Beijing,116.5432094,39.78510599,201904,1,0,0.005911458
234709,Beijing,116.5100972,39.78191662,201904,1,0,0.103547454
26903,Beijing,116.4827231,39.89787066,201904,1,0,0.131734664
67428,Beijing,116.3421878,39.8899522,201904,1,0,0.192994792
216713,Beijing,116.5254771,39.74878762,201904,1,0,0.010496238
201292,Beijing,115.966731,40.44949505,201904,1,0,0.013929398
277893,Beijing,116.245674,39.91419182,201904,1,0,0.050332755
208254,Beijing,116.5237467,39.74650059,201904,1,0,0.01208044
279193,Beijing,116.6369517,39.93617059,201904,1,0,0.101886574
216655,Beijing,116.5209916,39.75436122,201904,1,0,0.025034722
305183,Beijing,116.6340953,40.27816505,201904,1,0,0.02937934
270457,Beijing,116.4433011,39.75013861,201904,1,0,0.003734086
245060,Beijing,116.1233614,39.74285812,201904,1,0,0.091046007
216543,Beijing,116.5159069,39.75384279,201904,1,0,0.012560764
46506,Beijing,116.5506172,39.78036149,201904,1,0,0.001118345
340629,Beijing,116.1770018,39.76964009,201904,1,0,0.005017361
26942,Beijing,116.4742315,39.89777995,201904,1,0,0.038425926
216679,Beijing,116.5194806,39.74877111,201904,1,0,0.015574363
201298,Beijing,115.9654038,40.44945341,201904,1,0,0.028058449
275499,Beijing,116.1151373,39.93342553,201904,1,0,0.005546875
216559,Beijing,116.5194154,39.75293904,201904,1,0,0.037944155
245059,Beijing,116.1223769,39.74239389,201904,1,0,0.067090567
71175,Beijing,116.3503156,39.90050115,201904,1,0,0.070985243
216537,Beijing,116.5232264,39.74687546,201904,1,0,0.004728009
259474,Beijing,116.5211611,39.75524751,201904,1,0,0.006335359
340647,Beijing,116.1813589,39.76785085,201904,1,0,0.053051215
26967,Beijing,116.4724239,39.89776008,201904,1,0,0.020166377
360140,Beijing,116.2506445,39.90486087,201904,1,0,0.169451678
245058,Beijing,116.1218963,39.74206764,201904,1,0,0.097521701
73091,Beijing,116.2576146,39.90888954,201904,1,0,0.015221354
276724,Beijing,116.1601067,39.75341969,201904,1,0,0.081471354
138634,Beijing,116.3607194,39.86912529,201904,1,0,0.264567419
216654,Beijing,116.5207247,39.75379656,201904,1,0,0.004016204
67429,Beijing,116.3418979,39.88944437,201904,1,0,0.243804977
245065,Beijing,116.1256811,39.74111034,201904,1,0,0.065543981
26253,Beijing,116.2507922,39.90258721,201904,1,0,0.074049479
73085,Beijing,116.2550756,39.90992202,201904,1,0,0.243645833
216525,Beijing,116.5198512,39.74755674,201904,1,0,0.003472222
29881,Beijing,116.3766099,39.97119653,201904,1,0,0.145299479
270462,Beijing,116.4445504,39.75035258,201904,1,0,0.006105324
26947,Beijing,116.4753942,39.89778934,201904,1,0,0.004881366
216514,Beijing,116.5163524,39.74833972,201904,1,0,0.0065625
299205,Beijing,116.3036046,40.02506178,201904,1,0,0.153381076
271960,Beijing,116.2207678,39.9115718,201904,1,0,0.372987558
222320,Beijing,116.5802775,39.77972586,201904,1,0,0.102063079
216665,Beijing,116.5198293,39.75154936,201904,1,0,0.035993924
349583,Beijing,116.3005897,40.06896344,201905,1,0,0.106963252
349600,Beijing,116.2957782,40.06274647,201905,1,0,0.086559606
6755,Beijing,116.2997332,40.05581548,201905,1,0,0.111487269
349604,Beijing,116.2969043,40.06065475,201905,1,0,0.108258102
349592,Beijing,116.2963984,40.06699425,201905,1,0,0.117087674
349589,Beijing,116.2977895,40.06805797,201905,1,0,0.140108507
349594,Beijing,116.2957429,40.06605235,201905,1,0,0.085685764
6756,Beijing,116.2991744,40.05567435,201905,1,0,0.120927373
349620,Beijing,116.2983244,40.06829314,201905,1,0,0.026475694
8325,Beijing,116.3379174,40.0696196,201905,1,0,0.207847222
6759,Beijing,116.2968731,40.05509011,201905,1,0,0.027981771
349593,Beijing,116.2960162,40.0665319,201905,1,0,0.059842303
349598,Beijing,116.295324,40.06380809,201905,1,0,0.07026765
8314,Beijing,116.3314546,40.06969426,201905,1,0,0.061814236
8324,Beijing,116.3373636,40.06962565,201905,1,0,0.108522859
349630,Beijing,116.2950917,40.05476298,201905,1,0,0.09010706
349603,Beijing,116.2965748,40.06115325,201905,1,0,0.064437211
349615,Beijing,116.3005384,40.05699705,201905,1,0,0.142523148
349634,Beijing,116.2974882,40.05959091,201905,1,0,0.036608796
282676,Beijing,116.3008442,40.068989,201905,1,0,0.121439525
349590,Beijing,116.2973215,40.06775272,201905,1,0,0.093559028
349595,Beijing,116.2954734,40.06552982,201905,1,0,0.098867188
349614,Beijing,116.2999197,40.05690007,201905,1,0,0.100800058
206720,Beijing,116.3114988,40.07052071,201905,1,0,0.006780961
103299,Beijing,116.3027324,39.95609697,201912,3,0,0.020658275
143763,Beijing,116.3443466,39.96614921,201912,3,0,0.000274884
103258,Beijing,116.3082066,39.96345356,201912,3,0,0.001888021
229519,Beijing,116.3261785,39.96634633,201912,3,0,0.021752025
109276,Beijing,116.3206555,39.96617055,201912,3,0,0.011008391
143756,Beijing,116.3431626,39.96611528,201912,3,0,6.08E-05
133964,Beijing,116.3204685,39.99134824,201912,3,0,0.001193576
203045,Beijing,116.3658064,39.9668109,201912,3,0,0.003249421
87881,Beijing,116.3100426,39.98694336,202001,0,0,0.002837095
120148,Beijing,116.3992674,39.93198631,202001,0,0,0.000235822
14656,Beijing,116.4056654,39.93207886,202001,0,0,0.011407697
240922,Beijing,116.7008047,39.88778452,202001,0,0,0.000849248
99345,Beijing,116.309539,39.99220731,202001,0,0,0.010878183
102865,Beijing,116.3260267,39.99146225,202001,0,0,0.048456308
99469,Beijing,116.3163516,39.99108137,202001,0,0,0.028472222
120547,Beijing,116.3131151,39.9748537,202001,0,0,0.065692998
245225,Beijing,116.3311112,39.87593451,202002,0,0,0.001218171
5064,Beijing,116.427678,39.91426632,202002,0,0,0.04005353
33132,Beijing,116.3339037,39.88729093,202002,0,0,0.004065394
245167,Beijing,116.3369024,39.88824273,202002,0,0,0.013003472
67493,Beijing,116.3350081,39.88859573,202002,0,0,0.010069444
193394,Beijing,116.3297023,39.881576,202002,0,0,0.048032407
229588,Beijing,116.326143,39.97501165,202002,0,0,0.107268519
210496,Beijing,116.1426209,39.69605389,202002,0,0,9.55E-05
5082,Beijing,116.4219919,39.91425012,202002,0,0,0.025282118
15999,Beijing,116.3602871,39.91716643,202002,0,0,0.032562211
355482,Beijing,116.4211222,39.90366559,202002,0,0,0.000750868
245431,Beijing,116.3303147,39.87795442,202002,0,0,0.00901765
286268,Beijing,116.3392118,39.87618047,202002,0,0,0.005418113
249792,Beijing,116.3216667,39.88884163,202002,0,0,0.004509549
87980,Beijing,116.420903,39.90458239,202002,0,0,0.00433015
31763,Beijing,116.3462691,39.87183752,202002,0,0,0.0090625
209629,Beijing,116.4208127,39.90717583,202002,0,0,0.006251447
11970,Beijing,116.3681092,39.88658753,202002,0,0,0.004414063
60984,Beijing,116.351579,39.91072922,202002,0,0,0.016116898
14506,Beijing,116.3512743,39.91345258,202002,0,0,0.028502604
316100,Beijing,116.2016114,40.23441912,202002,0,0,1.01E-05
12044,Beijing,116.3680481,39.87533424,202002,0,0,0.004586227
67736,Beijing,116.368306,39.86826531,202002,0,0,0.008748553
107100,Beijing,116.3503915,39.92014749,202002,0,0,0.040162037
16177,Beijing,116.3546544,39.87670697,202002,0,0,0.006805556
71093,Beijing,116.3561109,39.87667054,202002,0,0,0.012366898
354332,Beijing,116.4206358,39.90362162,202002,0,0,0.000169271
245205,Beijing,116.3390712,39.88817716,202002,0,0,0.000413773
5086,Beijing,116.4213153,39.91423299,202002,0,0,0.030775463
186824,Beijing,116.3332664,39.8905397,202002,0,0,0.015455729
180333,Beijing,116.4130835,39.89994193,202002,0,0,0.067696759
60988,Beijing,116.3509857,39.91070941,202002,0,0,0.019042245
104216,Beijing,116.3424527,39.88032921,202002,0,0,0.002662037
354311,Beijing,116.4182466,39.90322504,202002,0,0,0.001684028
245432,Beijing,116.3304327,39.87732965,202002,0,0,0.011854745
14659,Beijing,116.4050604,39.93206715,202002,0,0,0.005337095
35866,Beijing,116.3451299,39.86814508,202002,0,0,0.000570023
12040,Beijing,116.3680526,39.8759804,202002,0,0,0.005079572
31918,Beijing,116.3510131,39.91887863,202002,0,0,0.091112558
93168,Beijing,116.3683769,39.89385908,202002,0,0,0.001786748
209603,Beijing,116.4205226,39.91186181,202002,0,0,0.019793113
185078,Beijing,116.3333327,39.9462917,202002,0,0,0.028729745
322456,Beijing,116.3493771,39.87232363,202002,0,0,0.052449363
142646,Beijing,116.4210262,39.90389535,202002,0,0,0.003146701
20671,Beijing,116.3591122,39.90809455,202002,0,0,0.010536748
31755,Beijing,116.3462626,39.86812201,202002,0,0,0.004305556
11995,Beijing,116.368039,39.88252563,202002,0,0,0.001115451
31761,Beijing,116.3456287,39.87181161,202002,0,0,0.002667824
245169,Beijing,116.3374533,39.88810666,202002,0,0,0.002740162
224876,Beijing,116.4053687,39.91411369,202002,0,0,0.000910012
185654,Beijing,116.3565869,39.9087894,202002,0,0,0.057456597
16271,Beijing,116.3582954,39.91716325,202002,0,0,0.005133102
149121,Beijing,116.246622,39.93288802,202003,0,0,0.061892361
98849,Beijing,116.2470413,40.05415841,202003,0,0,0.050766782
45426,Beijing,116.3605932,39.80370586,202003,0,0,0.002288773
157654,Beijing,116.1869883,39.90621836,202003,0,0,0.034406829
26764,Beijing,116.5626297,39.86738126,202003,0,0,0.014492188
354581,Beijing,116.269362,39.96172723,202003,0,0,0.016644965
140994,Beijing,116.3373246,39.72086926,202003,0,0,0.028355035
258894,Beijing,116.6510549,39.92509882,202003,0,0,0.002543403
328205,Beijing,116.2049381,39.75135206,202003,0,0,0.017362558
112489,Beijing,116.3723639,40.09986153,202003,0,0,0.003531539
129654,Beijing,116.6232957,40.13595447,202003,0,0,0.003532986
211498,Beijing,116.1179518,39.73086654,202003,0,0,0.051971933
208864,Beijing,116.2095555,40.22405513,202003,0,0,0.081951678
186678,Beijing,116.367873,39.89835406,202003,0,0,0.003003472
307652,Beijing,116.4237967,39.79884099,202003,0,0,0.006866319
14056,Beijing,116.4840117,39.81573932,202003,0,0,0.025707465
25507,Beijing,116.6246151,40.32375326,202003,0,0,0.011160301
306402,Beijing,116.234283,39.87579831,202003,0,0,0.02202691
355187,Beijing,116.8319716,40.36769686,202003,0,0,0.004560185
104731,Beijing,116.3701924,39.89819046,202003,0,0,0.071236979
39242,Beijing,116.1556417,40.23375544,202003,0,0,0.002935475
101781,Beijing,116.3965136,39.80523707,202003,0,0,0.027766204
104166,Beijing,116.3503193,39.91071116,202003,0,0,0.058369502
327773,Beijing,116.1080068,39.92058324,202003,0,0,0.021197917
308162,Beijing,116.4983913,39.89202382,202003,0,0,0.01431713
206816,Beijing,116.3924539,39.86924615,202003,0,0,0.023757234
243165,Beijing,116.4749776,39.98164847,202003,0,0,0.043822338
226635,Beijing,116.2308723,39.89557005,202003,0,0,0.008668981
222905,Beijing,116.4249827,39.77870257,202003,0,0,0.019496528
47040,Beijing,116.5250173,39.81058001,202003,0,0,0.031197917
16481,Beijing,116.4715238,39.96925482,202003,0,0,0.017184606
183446,Beijing,116.3158925,39.85087341,202003,0,0,0.08473669
13888,Beijing,116.4952852,39.80218295,202003,0,0,0.062883391
148717,Beijing,116.5820171,40.09092274,202003,0,0,0
48067,Beijing,116.6201892,39.87932767,202003,0,0,0.019301215
60202,Beijing,116.6644405,39.8816974,202003,0,0,0.018268229
138235,Beijing,116.450091,39.86140543,202003,0,0,0.004943576
81318,Beijing,116.359552,39.76193832,202003,0,0,0.018518519
124463,Beijing,116.2043271,40.03942544,202003,0,0,0.005339988
73991,Beijing,116.3911837,39.88961975,202003,0,0,0.004366319
210230,Beijing,116.316702,39.82903256,202003,0,0,0.008123553
70742,Beijing,116.6459035,39.86220126,202003,0,0,0.000195313
106046,Beijing,116.5078835,39.86593653,202003,0,0,0.01458912
355385,Beijing,116.8359202,40.36807521,202003,0,0,0.01942419
158248,Beijing,116.0936663,39.94569033,202003,0,0,0.016482928
245818,Beijing,116.6145544,40.11640412,202003,0,0,0.025646701
142214,Beijing,116.343473,39.76168629,202003,0,0,0.006739005
101834,Beijing,116.4038317,39.80384995,202003,0,0,0.00114294
43480,Beijing,116.3245916,39.70368276,202003,0,0,0.003932292
98181,Beijing,116.3008523,39.96877364,202003,0,0,0.000711806
154395,Beijing,116.8464457,40.39907724,202003,0,0,0.02036603
192465,Beijing,116.406857,39.89951579,202003,0,0,0.016144387
180156,Beijing,116.3382827,39.90599445,202004,1,0,0.018619792
305304,Beijing,116.6321873,40.32003192,202004,1,0,0.016948785
217399,Beijing,116.6420946,40.34712581,202004,1,0,0.018881655
320006,Beijing,116.6156583,40.29315081,202004,1,0,0.013896123
216943,Beijing,116.6390918,40.31382047,202004,1,0,0.032366898
320038,Beijing,116.6154048,40.29158409,202004,1,0,0.011229745
217328,Beijing,116.6385945,40.338046,202004,1,0,0.039842303
217305,Beijing,116.6445699,40.34973528,202004,1,0,0.025023148
291302,Beijing,116.6139419,40.28849301,202004,1,0,0.014415509
216982,Beijing,116.6391359,40.31899144,202004,1,0,0.04384838
180147,Beijing,116.3497639,39.90788412,202004,1,0,0.187683738
110162,Beijing,116.3364975,39.9058823,202004,1,0,0.014515336
291614,Beijing,116.6398977,40.34795805,202004,1,0,0.006132813
123527,Beijing,116.6386174,40.3098217,202004,1,0,0.051671007
110149,Beijing,116.348231,39.90581672,202004,1,0,0.031905382
123508,Beijing,116.6296483,40.30753973,202004,1,0,0.045325521
308242,Beijing,116.6205271,40.30359193,202004,1,0,0.040290799
320008,Beijing,116.6157589,40.29369377,202004,1,0,0.023492477
320013,Beijing,116.6159222,40.29421868,202004,1,0,0.025763889
216888,Beijing,116.6387011,40.33303874,202004,1,0,0.068854167
123537,Beijing,116.6360668,40.30803773,202004,1,0,0.008004919
216915,Beijing,116.6390598,40.32287353,202004,1,0,0.037214988
217037,Beijing,116.6388387,40.32785421,202004,1,0,0.03401765
291583,Beijing,116.6401276,40.34868261,202004,1,0,0.041809896
217729,Beijing,116.6431899,40.34869177,202004,1,0,0.018686343
7268,Beijing,116.6180932,40.29851462,202004,1,0,0.031550926
320004,Beijing,116.6155245,40.29245827,202004,1,0,0.030681424
217330,Beijing,116.6386174,40.33688172,202004,1,0,0.025334201
291311,Beijing,116.6110345,40.28853581,202004,1,0,0.074133391
123496,Beijing,116.6221193,40.30664628,202004,1,0,0.026867766
217351,Beijing,116.6402169,40.34587109,202004,1,0,0.018622685
161832,Beijing,116.3342811,39.90619689,202004,1,0,0.03697772
291599,Beijing,116.6393499,40.35386064,202004,1,0,0.024201389
104759,Beijing,116.3509962,39.90627995,202004,1,0,0.076006944
217003,Beijing,116.639005,40.31928,202004,1,0,0.038093171
110141,Beijing,116.3470568,39.90579349,202004,1,0,0.017268519
317551,Beijing,115.9155822,40.01917095,202004,1,0,0.091885127
291589,Beijing,116.6399373,40.35046696,202004,1,0,0.007081887
217020,Beijing,116.6388842,40.33143648,202004,1,0,0.018618345
305314,Beijing,116.6338958,40.32004437,202004,1,0,0.025225694
126454,Beijing,116.338241,39.90587022,202004,1,0,0.00839265
217018,Beijing,116.6388311,40.33364514,202004,1,0,0.032311921
216949,Beijing,116.6387548,40.33734227,202004,1,0,0.035639468
358622,Beijing,116.6420722,40.34765938,202004,1,0,0.013629919
216991,Beijing,116.6389819,40.32105987,202004,1,0,0.038654514
123513,Beijing,116.6318986,40.30753885,202004,1,0,0.047065972
308244,Beijing,116.6203183,40.30306245,202004,1,0,0.101676794
180187,Beijing,116.3463737,39.90595498,202004,1,0,0.017258391
217344,Beijing,116.6410727,40.34669824,202004,1,0,0.014237558
305294,Beijing,116.6378783,40.32007855,202004,1,0,0.00395978
172499,Beijing,116.2048825,39.91104739,202005,1,0,0.104926215
353160,Beijing,116.4533396,40.01418574,202005,1,0,0.043434606
91339,Beijing,116.6240953,39.91412106,202005,1,0,0.067508681
275511,Beijing,116.1226653,39.92301359,202005,1,0,0.093708044
7042,Beijing,116.3649248,39.86860096,202006,1,0,0.117853009
11011,Beijing,116.4550784,39.88510098,202006,1,0,0.211432292
88980,Beijing,116.3239577,39.98451214,202006,1,0,0.049651331
303660,Beijing,116.2353377,39.89579058,202006,1,0,0.120979456
192218,Beijing,116.4419172,39.95083362,202006,1,0,0.294982639
126275,Beijing,116.2802098,39.86445883,202006,1,0,0.001835938
101276,Beijing,116.3685866,39.85565513,202006,1,0,0.258201678
106990,Beijing,116.3500299,39.94563513,202006,1,0,0.203961227
31999,Beijing,116.408174,39.96762499,202006,1,0,0.203935185
339660,Beijing,116.1634026,39.88910017,202006,1,0,0.046241319
85596,Beijing,116.3743001,39.9794844,202006,1,0,0.080230035
100948,Beijing,116.2206759,40.20353656,202006,1,0,0.064716435
108678,Beijing,116.4129076,39.85581764,202006,1,0,0.143229167
175290,Beijing,116.0330203,39.70891958,202006,1,0,0.163501157
77923,Beijing,116.2974803,39.98399356,202006,1,0,0.128893229
92689,Beijing,116.3318848,40.04216035,202006,1,0,0.113616898
107946,Beijing,116.4378866,39.96319854,202009,2,0,0.093650174
156218,Beijing,116.455491,39.92997148,202009,2,0,0.108816551
